cod_ibge;municipio;state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
1503077;Garrafão do Norte ;PA;40149;42852;57988;58533;74808;69844;86542;91024;121027;117108;141781;171830;182233;192280;216624;242307;218755
1503093;Goianésia do Pará ;PA;71143;77951;102068;125019;137147;154848;147700;147618;170782;188608;226404;267741;318026;324651;374417;373555;339466
1503101;Gurupá ;PA;38760;42057;46775;54461;62828;72001;79673;91356;103744;121029;133898;163913;181608;197032;201129;230596;269765
1503200;Igarapé-Açu ;PA;62751;64300;75488;74906;88331;97506;106706;121151;136819;206187;212043;269984;271389;298323;334255;304516;355099
1503309;Igarapé-Miri ;PA;101377;109698;125364;148407;162547;178885;193909;212937;237082;273348;321432;374543;411410;374547;353216;376753;389802
1503408;Inhangapi ;PA;15878;20636;26302;28361;28857;34604;39250;40161;45885;60713;63467;90811;86399;95257;112443;114682;126156
1503457;Ipixuna do Pará ;PA;113510;153713;191737;193796;202693;221680;281919;273022;387767;498873;440662;471202;487403;436248;485041;541030;519093
1503507;Irituia ;PA;46883;56823;67719;68000;68371;78142;82777;91725;105748;115442;121281;162191;175420;204242;219643;217124;213513
1503606;Itaituba ;PA;259818;327946;419488;446156;521171;632797;681618;727726;906107;930322;929675;1165927;1433058;1601843;1597707;1770962;1814617
1503705;Itupiranga ;PA;81756;101084;141729;159969;185987;175252;194320;218315;241334;271907;295101;381965;424197;453461;511523;560443;519058
1503754;Jacareacanga ;PA;29805;32980;37801;41366;46686;58173;70038;81677;99660;113275;141010;159487;177849;202240;238484;327691;461547
1503804;Jacundá ;PA;105151;115511;153754;172593;190310;219449;224646;254583;263119;301391;344962;377070;415245;458521;489836;489217;484235
1503903;Juruti ;PA;69605;93247;94213;87261;99397;156927;227471;316673;480752;568141;568015;868722;905205;768414;941366;1046267;996732
1504000;Limoeiro do Ajuru ;PA;72760;63899;72731;94450;99020;107300;119062;153909;193960;221430;286482;392544;354747;404797;394987;453594;404871
1504059;Mãe do Rio ;PA;51481;61951;71551;84311;93943;127938;154836;166089;174972;189972;196676;235996;264507;276718;283984;293012;293011
1504109;Magalhães Barata ;PA;11322;13503;15008;17828;16426;17730;22090;26128;34471;33799;48371;59449;55540;59783;64732;75316;81749
1504208;Marabá ;PA;796211;1082505;1607770;1853901;2325295;2801172;3218405;3015985;3458625;3822998;4170451;5739901;6313839;7305741;7487235;8599354;8780799
1504307;Maracanã ;PA;39717;48595;56229;67167;66249;78644;86703;99066;112322;132533;133493;169509;181176;186807;205831;219106;234594
1504406;Marapanim ;PA;44553;53336;61133;65666;66419;75261;85761;100933;100430;121686;148200;156194;185495;185508;213396;221402;234564
1504422;Marituba ;PA;254349;271259;381682;398743;426290;549592;596465;627214;732171;829289;923339;1112651;1418283;1592877;1732438;1788121;1901872
1504455;Medicilândia ;PA;131860;119787;128520;154052;143706;179089;176940;225034;258218;262722;255350;318026;502350;624718;566204;580793;614016
1504505;Melgaço ;PA;26881;29564;33145;36985;41825;41245;43993;49198;69232;84585;102149;124602;134299;140741;170140;169796;178160
1504604;Mocajuba ;PA;44924;46540;50618;61990;69420;80368;92193;106189;128841;139095;186532;224102;220289;253839;278415;306536;294713
1504703;Moju ;PA;121463;148029;179193;199559;232012;308921;326041;349790;398706;481619;562477;657367;651287;741243;869136;892534;943782
1504752;Mojuí dos Campos ;PA;0;0;0;0;0;0;0;0;0;0;0;213045;228694;125707;137561;155209;153351
1504802;Monte Alegre ;PA;140115;169261;192189;195316;224892;258629;317743;300268;394236;371138;414857;555744;563756;612761;682044;690213;721145
1504901;Muaná ;PA;47808;49889;53568;65215;72660;82878;94276;107235;140604;175563;191396;235348;212886;232487;233425;259935;257499
1504950;Nova Esperança do Piriá ;PA;29398;33006;43825;49638;60346;66123;68760;93763;98465;122438;107024;167053;148127;179038;181541;215609;204614
1504976;Nova Ipixuna ;PA;21110;24952;29817;37212;43878;47218;55690;58431;67354;80353;94782;101321;111438;133679;134878;136995;136342
1505007;Nova Timboteua ;PA;21935;24874;29655;29620;31388;36678;41130;52424;56296;65563;75151;90210;95587;100631;114442;122891;118720
1505031;Novo Progresso ;PA;82490;100211;146353;151238;173060;195168;165952;172774;293613;296808;331148;355426;424552;467114;561084;608458;584494
1505064;Novo Repartimento ;PA;106564;139677;176300;204548;200941;219915;230659;266454;347951;410402;506001;592580;657498;736960;823582;839946;854122
1505106;Óbidos ;PA;131235;149636;166467;176622;185944;208549;233861;255495;363169;322745;382378;522300;477445;533829;613189;624557;641073
1505205;Oeiras do Pará ;PA;44007;46933;57058;62389;72892;87150;101987;116590;154222;174597;213065;286546;285441;359088;491096;431765;388502
1505304;Oriximiná ;PA;594775;671118;869847;908221;756225;807748;1164533;866141;1635545;1630765;1264242;1524677;1409485;1722278;1814316;1701190;1626709
1505403;Ourém ;PA;31417;35694;42952;47005;53546;57663;61143;69461;90156;101727;113213;159882;151520;156196;176918;187883;169130
1505437;Ourilândia do Norte ;PA;48350;58712;67894;71042;110344;191716;288526;229986;326029;482895;479964;431090;819443;504260;542320;540548;610695
1505486;Pacajá ;PA;75304;86369;97121;112736;121874;161547;176719;187315;224947;264384;326519;341269;378513;433942;510233;580576;595652
1505494;Palestina do Pará ;PA;13224;15629;19745;20625;20899;23687;26420;30037;36046;40192;39353;46089;47595;53301;63936;66032;65475
1505502;Paragominas ;PA;540232;571838;581570;616187;692996;781332;937220;978028;1427239;1685588;1709396;1749020;2019305;2394332;2667465;2950442;2647150
1505536;Parauapebas ;PA;1396407;1649253;2194271;2476363;2673716;2955019;6522232;5373091;14985170;21013984;19080395;20198715;15561713;11184354;12645409;18439322;15995450
1505551;Pau D'Arco ;PA;18828;23395;27703;28630;28133;29514;32613;38500;42532;50700;47365;53562;58159;73398;86909;74387;87988
1505601;Peixe-Boi ;PA;13457;14433;15648;17446;19398;20045;22627;25290;28106;32750;37343;64775;41753;48552;60462;52915;55082
1505635;Piçarra ;PA;52055;69899;67594;67715;63312;63233;68830;74865;89211;104969;115553;137234;155514;180801;200705;200788;235172
1505650;Placas ;PA;51657;41383;47555;52584;59404;72671;75707;82925;111570;123708;130997;160850;221670;235473;260906;255862;245465
1505700;Ponta de Pedras ;PA;36763;38173;47683;53127;56738;72155;74305;86614;111426;131980;141116;152436;164939;187380;208199;212571;212067
1505809;Portel ;PA;105648;116595;149543;163830;180269;223461;213381;226067;264772;290364;378911;456736;439885;446246;682972;648015;893633
1505908;Porto de Moz ;PA;48264;57984;60099;63563;70397;87868;81689;109927;131392;159876;178848;226304;202864;218556;240017;295945;309944
1506005;Prainha ;PA;66770;81425;101736;116099;124853;100428;106026;121695;141501;159562;197161;229100;218863;226131;275833;302521;288710
1506104;Primavera ;PA;14606;15515;16607;19555;20164;23483;26520;34581;34879;39317;44135;70680;63930;81542;120321;149269;198977
1506112;Quatipuru ;PA;17775;18848;21563;25219;28243;32669;36122;41614;43000;50848;55967;71116;70659;75765;84625;90640;97498
1506138;Redenção ;PA;338506;352020;424133;454204;527782;633238;659062;708068;752443;855748;965208;1096384;1317862;1467916;1645578;1700741;1802562
1506161;Rio Maria ;PA;56190;66478;108289;119325;147111;141826;167306;174185;201449;211154;228291;266214;304399;360821;407471;476846;479451
1506187;Rondon do Pará ;PA;147374;164705;197009;217383;226993;254099;264783;290617;333880;389633;342576;394626;469637;481472;518442;520484;531904
1506195;Rurópolis ;PA;55189;61274;71197;74702;79215;101538;109583;124066;149745;172264;180425;229974;256946;287612;341999;359162;350354
1506203;Salinópolis ;PA;71502;83462;93182;113831;123309;130362;143207;166445;176749;205015;291863;277429;309296;348010;414191;425035;470392
1506302;Salvaterra ;PA;28341;31574;35825;40860;45847;51872;57750;67163;77018;90257;100369;113111;122809;143257;151543;165814;174981
1506351;Santa Bárbara do Pará ;PA;32703;31338;38012;43867;55558;67350;67906;64097;71545;86139;114531;102605;122116;132624;146746;165777;172363
1506401;Santa Cruz do Arari ;PA;14456;15130;16978;19278;21014;19451;23628;27257;33698;40752;52165;50839;53013;61148;63800;68177;68962
1506500;Santa Izabel do Pará ;PA;158815;174116;203680;220479;223551;256081;291256;340650;366698;433552;413979;506488;552910;609611;630492;718745;757959
1506559;Santa Luzia do Pará ;PA;29103;34604;40841;44903;47401;51225;56656;64579;74135;83729;93921;112233;125055;138283;144186;164124;163153
1506583;Santa Maria das Barreiras ;PA;47841;58178;67943;82131;83130;88225;93468;97867;125316;145031;159444;195215;201980;250099;297680;375755;379858
1506609;Santa Maria do Pará ;PA;51026;55304;74388;64247;82503;108966;126018;137820;152534;179004;201877;283608;233693;203834;268294;310568;383892
1506708;Santana do Araguaia ;PA;123461;168425;203854;214361;229536;261588;293058;327091;329767;376777;423595;515231;590433;686482;762198;803619;843573
1506807;Santarém ;PA;829191;1079279;1361523;1410816;1621689;1708319;1856947;2019446;2309692;2601840;3255042;3433607;3785536;3970093;4574029;4835996;4858971
1506906;Santarém Novo ;PA;11028;13109;15438;13990;14848;16909;17982;23200;24335;27872;30148;39090;38573;39878;47275;41026;45157
1507003;Santo Antônio do Tauá ;PA;66573;88966;91640;97927;107909;127503;132090;133130;136005;163692;162292;189069;247494;297319;315291;344070;367039
1507102;São Caetano de Odivelas ;PA;28200;30514;36805;38027;39626;63618;47003;47265;57871;72578;88454;106262;106421;114215;119022;131227;142310
1507151;São Domingos do Araguaia ;PA;41839;46047;60249;64976;75423;74063;80553;98007;113690;139066;144470;160958;177494;220134;251103;272450;281019
1507201;São Domingos do Capim ;PA;39526;54523;62618;63284;83291;126450;90541;116428;151118;176546;188725;267101;229971;247892;315599;309229;267173
1507300;São Félix do Xingu ;PA;173716;199085;206933;227446;242308;291066;336218;377835;495055;581855;732394;879870;1029712;1212882;1414834;1392878;1395724
1507409;São Francisco do Pará ;PA;27050;33746;39082;41848;43014;54686;53645;68019;96494;83691;93222;181684;168388;165795;193474;204146;234070
1507458;São Geraldo do Araguaia ;PA;69846;84525;108714;112343;114330;121256;126749;136227;166439;197005;258913;246521;290862;312905;379311;441677;490326
1507466;São João da Ponta ;PA;11521;11376;14516;15211;14039;15733;19297;21461;23155;25948;28351;29906;35327;37866;39629;42207;44645
1507474;São João de Pirabas ;PA;25638;30561;35254;39031;47780;53037;56729;64982;74769;85850;94878;121857;127633;131343;146869;158977;164400
1507508;São João do Araguaia ;PA;20303;22461;28924;37490;48321;38741;40203;46005;54398;72682;78229;89686;91686;104666;109837;116992;122342
1507607;São Miguel do Guamá ;PA;123497;130520;159574;170546;180288;213276;218275;269050;338330;366872;395579;587290;557171;560272;661640;668061;676253
1507706;São Sebastião da Boa Vista ;PA;35991;35481;40439;45208;50285;56506;64718;69926;98324;120634;131520;153981;164857;169416;176914;206893;209263
1507755;Sapucaia ;PA;28454;30475;34437;35459;37148;45340;44114;53166;54126;62948;52925;74711;80247;89659;96808;108012;99576
1507805;Senador José Porfírio ;PA;29682;31838;32130;38581;43984;59516;53209;53904;57736;67804;74027;95153;98045;113430;119237;126968;135571
1507904;Soure ;PA;44035;45391;50981;56817;59247;63710;67988;77073;86847;97767;137858;135446;146652;165410;179866;175016;188093
1507953;Tailândia ;PA;145878;174394;233835;249857;255758;269941;313599;351479;422201;492292;508561;620710;744110;789823;874419;846793;897743
1507961;Terra Alta ;PA;13416;14818;17545;19632;21464;24939;27573;31471;34897;40006;40539;63335;57009;63158;68169;71819;70408
1507979;Terra Santa ;PA;25729;29809;33666;37621;40659;40049;48418;55889;71984;76490;346022;304290;399837;484668;458707;527426;510421
1508001;Tomé-Açu ;PA;148194;155950;179081;206928;235813;259295;290824;285637;335913;397127;435061;469054;515999;557048;643689;639412;667854
1508035;Tracuateua ;PA;36014;43575;45127;50207;60020;74627;82601;79575;95703;116061;133834;181179;187888;187974;231943;248331;215701
1508050;Trairão ;PA;35691;47000;56693;56883;66106;77592;80252;89038;103515;133523;155088;201240;212127;226746;310251;329448;294127
1508084;Tucumã ;PA;96652;113898;136001;134519;176738;220711;252732;299922;348358;395992;473134;463405;566191;664104;717362;757450;778684
1508100;Tucuruí ;PA;1148637;1099767;1363488;1635831;1847043;2248566;2457002;1726210;2566105;2799475;2922725;3655059;2950660;4409818;4356154;6461838;7481954
1508126;Ulianópolis ;PA;327904;360256;349519;354132;428233;454122;451127;529673;545230;803723;828084;1345826;1210198;1336059;1305409;1245238;1330185
1508159;Uruará ;PA;141729;138829;159637;189362;208600;222639;243204;238511;294588;324947;334352;361319;465811;499254;504096;511969;545610
1508209;Vigia ;PA;67899;92256;93529;109079;122966;136388;142933;176414;180174;217814;252285;279435;321842;352008;365883;373305;382340
1508308;Viseu ;PA;86952;106816;115681;123969;135882;162362;178444;189994;237509;282073;322765;430260;413310;434230;664390;613446;486664
1508357;Vitória do Xingu ;PA;45152;48110;52786;53937;55747;54357;62034;69652;92756;111884;154595;373869;451839;805867;966759;3088937;4375711
1508407;Xinguara ;PA;173508;244205;268338;304201;405756;442217;384058;448707;500256;585302;569966;710788;858796;1075410;1157432;1218114;1226527
1600055;Serra do Navio ;AP;14264;17305;21269;23502;29667;34048;36827;34540;37563;42743;49451;54042;53869;60383;64407;70831;75190
1600105;Amapá ;AP;27768;31260;36555;43571;47535;56344;63364;68873;77628;84676;108186;134479;166809;131867;144316;166941;137265
1600154;Pedra Branca do Amapari ;AP;20886;51739;37390;53678;60927;130442;119094;102005;171959;248428;263375;356398;290399;288571;297385;281064;311096
1600204;Calçoene ;AP;26857;29559;34254;40375;47151;56419;65082;79371;83485;116100;130566;142502;121551;136608;146676;146932;164205
1600212;Cutias ;AP;13212;14659;16241;19390;23405;27965;31204;34743;39502;44654;51805;58181;59556;64196;68380;72796;76197
1600238;Ferreira Gomes ;AP;20965;31703;22712;26796;28321;35840;51164;56734;69508;91962;106821;155000;190916;351803;347367;500103;533412
1600253;Itaubal ;AP;12619;13782;16512;19615;21804;22237;26140;29845;32633;36774;43609;47989;49264;57149;64691;65752;69178
1600279;Laranjal do Jari ;AP;128268;145133;158929;180813;221353;265022;301435;327665;346803;395925;468851;541838;559759;531997;791145;850713;902523
1600303;Macapá ;AP;2171527;2303404;2628386;2876944;3604034;4020786;4711508;5072908;5503896;6196918;7450351;8279310;8882333;9126377;9337264;9996021;10949649
1600402;Mazagão ;AP;58295;63802;59210;73695;83646;112499;111697;117612;150946;173752;177378;214913;207104;204408;228382;244725;258121
1600501;Oiapoque ;AP;67038;76742;91743;105292;125826;153377;170285;194864;193371;218669;245650;288112;283458;305452;345547;394531;426123
1600535;Porto Grande ;AP;51967;54583;62671;115878;134077;138327;147415;163494;211985;219701;244873;267558;273181;295789;315378;332009;340183
1600550;Pracuúba ;AP;10627;11498;13235;16903;19040;24490;26978;31325;37126;41193;50224;57776;58148;56518;61190;62942;67289
1600600;Santana ;AP;485573;494249;538048;608792;717323;786609;900487;982754;1075428;1274490;1476769;1819411;1883653;1936602;1758527;1910086;2070104
1600709;Tartarugalzinho ;AP;27465;31438;38675;44835;50416;77253;101898;102254;101676;112856;136170;194912;163100;165606;186856;202010;225272
1600808;Vitória do Jari ;AP;36012;42339;48909;56330;66299;70864;85835;91667;104285;110385;126790;151064;157186;147967;184625;184453;189400
1700251;Abreulândia ;TO;6246;7824;8378;9886;10287;11405;13259;14973;16234;18710;20746;26613;27178;37328;47386;56479;52402
1700301;Aguiarnópolis ;TO;11949;14779;16736;19279;25709;34357;52954;58659;65256;65391;80978;107771;87868;109236;134499;127038;124903
1700350;Aliança do Tocantins ;TO;21298;31696;31757;31261;27788;27631;32721;41793;46764;51979;52879;63294;64887;73158;94295;116126;103535
1700400;Almas ;TO;21592;26678;29601;33333;32621;35436;43633;52338;62942;73074;83699;93826;107424;119955;125463;151376;151995
1700707;Alvorada ;TO;34057;41124;44538;50337;60946;69828;86304;121002;144372;214031;197775;218020;227896;231814;270766;331677;271677
1701002;Ananás ;TO;27699;33702;36460;37584;42090;44088;49249;54407;61771;69441;76290;85113;86109;89900;108842;124894;131057
1701051;Angico ;TO;6794;8395;9403;10334;11818;14398;15985;25339;25223;20737;22557;28697;30646;40468;44036;35480;36055
1701101;Aparecida do Rio Negro ;TO;10268;14855;18799;16882;16677;18909;22731;30363;32141;47884;51983;59320;72660;71286;73533;91452;102280
1701309;Aragominas ;TO;13940;18986;19734;21536;24535;22969;25455;30946;34844;40141;42748;49741;53289;58663;63895;63243;64348
1701903;Araguacema ;TO;14299;17751;18883;20972;21321;23242;27230;32645;37094;45328;52350;58672;68914;74800;94605;133138;126453
1702000;Araguaçu ;TO;37189;48683;50459;52854;57389;64121;73269;84412;97398;102934;113535;121562;138334;158036;181290;186488;192401
1702109;Araguaína ;TO;653464;764903;884199;974523;1114126;1201391;1466467;1695273;1980668;2139828;2434281;2887139;3038315;3442013;3799312;4140528;4387503
