cod_ibge;municipio;state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3128709;Guaxupé ;MG;367493;420649;340300;618618;717176;767173;1003340;870103;1002736;1448702;1461249;1545994;1819553;2084445;1851279;1914678;2017879
3128808;Guidoval ;MG;22792;27056;30845;37151;42674;42782;44051;48006;71270;75052;80683;86369;110124;99098;95858;100880;90560
3128907;Guimarânia ;MG;22568;26054;31450;35186;36375;45567;51400;59290;65724;81528;85454;96342;109229;122362;145218;143588;155175
3129004;Guiricema ;MG;25817;32038;36987;41171;43369;46313;52070;52537;59563;72242;77973;75987;82030;86388;92372;93261;87895
3129103;Gurinhatã ;MG;35998;44820;48914;54195;50210;52542;58884;64848;68045;87001;80340;90062;104950;108258;125258;130290;121970
3129202;Heliodora ;MG;18066;17259;23018;31305;41811;37311;44056;47820;52137;65037;67870;68221;73617;83368;97997;91420;96594
3129301;Iapu ;MG;20425;22322;24251;27225;29337;34789;43234;45245;47737;50682;58048;70437;86886;94079;99864;100494;99350
3129400;Ibertioga ;MG;14624;16120;17915;20404;22252;24232;26855;29584;32864;39434;43370;48265;53640;55395;59133;65087;66464
3129509;Ibiá ;MG;189265;243527;292989;349764;349578;337463;452702;492792;486188;602582;625623;747347;736562;778455;893608;918384;1005215
3129608;Ibiaí ;MG;14023;16954;19035;21859;25340;28935;32289;32187;37099;49957;54737;57838;67927;65314;72701;65975;67621
3129657;Ibiracatu ;MG;9918;11218;12196;13627;15795;16257;20653;22424;25027;23760;29816;32534;35795;38436;39754;42359;46009
3129707;Ibiraci ;MG;229229;256134;327704;337324;373954;357466;428913;373366;440326;513716;529485;329663;432748;400106;616789;624794;534934
3129806;Ibirité ;MG;390749;471864;635736;671879;788170;943584;1088960;1240821;1407025;1494033;1546417;1667620;1870590;1939293;1997109;2170568;2255472
3129905;Ibitiúra de Minas ;MG;11647;10729;13851;13158;22090;16517;25771;22439;29973;31402;35854;37161;48693;47006;51623;49059;50324
3130002;Ibituruna ;MG;11797;12295;14378;15388;17934;17975;22100;22774;24237;32374;30550;31536;35763;32971;37709;36473;37792
3130051;Icaraí de Minas ;MG;14312;15594;18753;21433;23898;28215;34588;37365;40316;44460;47641;58402;62657;69823;75186;76096;80814
3130101;Igarapé ;MG;108918;131967;157617;184417;210951;230368;309686;296964;512940;795139;821755;1095721;846453;627706;673938;648223;686291
3130200;Igaratinga ;MG;31817;37273;43866;50835;57843;62312;65332;73257;87147;102692;112602;136904;147853;166659;321782;339791;373627
3130309;Iguatama ;MG;68925;85196;110384;116537;115811;161389;199078;195109;214267;269240;256560;315182;321703;335572;354679;321913;314850
3130408;Ijaci ;MG;101913;123331;144957;122634;134083;171869;198722;264636;300368;417220;366932;375787;394861;339748;336579;334988;283700
3130507;Ilicínea ;MG;39567;41202;54255;54119;71934;61195;76041;79547;101090;131653;127095;123208;139699;152818;195418;183538;187748
3130556;Imbé de Minas ;MG;13515;14344;17740;21880;22544;28383;28485;29729;32935;43461;44502;42382;51170;54911;57585;60411;62531
3130606;Inconfidentes ;MG;24768;27940;32695;36751;41206;36487;42261;47103;54941;64334;66030;68963;73114;79832;96184;95103;98053
3130655;Indaiabira ;MG;12963;13819;15828;18817;21798;24088;26583;31443;31895;42962;44036;49758;55046;58512;58184;54935;58154
3130705;Indianópolis ;MG;189624;224351;319541;309041;346083;360162;381594;306653;313497;496063;514110;464940;393597;671493;587218;438090;430694
3130804;Ingaí ;MG;12955;14554;19218;20263;21178;21872;22674;26219;27823;33270;36746;47039;52699;55415;52382;58468;61752
3130903;Inhapim ;MG;55893;65413;76005;88211;96407;110110;115618;127280;140499;183797;185444;208968;236357;258025;290109;290539;305219
3131000;Inhaúma ;MG;20261;26351;30032;36018;38972;43878;53860;51564;58407;68068;72872;80263;89130;82401;95497;99795;112503
3131109;Inimutaba ;MG;17278;20254;24923;26764;27144;33976;36691;40812;53906;53319;53669;62828;55792;63327;85744;79708;73881
3131158;Ipaba ;MG;25513;27958;30010;33893;40219;43814;50162;52349;63700;76063;96429;104950;113113;124904;132785;147649;149919
3131208;Ipanema ;MG;45159;52790;58865;70876;93385;92649;96968;120129;116596;124268;157678;185160;204956;202536;214962;230044;212850
3131307;Ipatinga ;MG;3179997;3706009;5394704;5267485;5875773;6717318;7723003;6752153;7520604;8131460;8783450;9526045;9136830;8481491;8480350;9668382;11435803
3131406;Ipiaçu ;MG;21301;28724;30243;33588;48603;41004;43306;44752;44769;61262;62491;59896;61528;73416;83132;97497;93638
3131505;Ipuiúna ;MG;30068;31790;37565;45366;49830;52837;59120;68786;85474;91353;102419;145246;122961;134026;168023;132853;134407
3131604;Iraí de Minas ;MG;35422;44248;47933;53127;57348;57283;80134;77146;97495;126896;158879;183371;190176;176536;213941;213331;239443
3131703;Itabira ;MG;1238096;1426430;1943421;2274875;2089731;2140568;3043597;2276112;4137155;5253017;5559082;6187543;5641990;3798890;3726627;5223174;6620080
3131802;Itabirinha ;MG;20189;23258;28188;33285;39314;37508;44798;46401;53738;55954;70064;74260;74910;87158;100597;97933;112643
3131901;Itabirito ;MG;463408;551430;707955;755535;717209;825781;993064;877749;1879339;2511159;2838628;4026449;3741144;2920127;2787558;3940508;5010763
3132008;Itacambira ;MG;7657;9061;9357;11105;12342;16243;20927;22369;29415;32135;114639;71160;59560;53926;58166;58058;58750
3132107;Itacarambi ;MG;46627;47719;53719;60051;67621;72801;87544;96311;101681;114212;133265;154161;170590;176328;183981;189328;190883
3132206;Itaguara ;MG;46607;56252;77910;83156;94626;116334;134435;111329;114344;139908;170910;178279;199612;215090;234706;268130;274727
3132305;Itaipé ;MG;22007;27012;29617;32169;43324;36892;42759;44928;49688;62380;67061;70261;76921;88504;87181;86368;89412
3132404;Itajubá ;MG;702591;736735;880600;1010231;1131984;1375402;1480278;1665337;1993811;2082555;2262721;2409881;2672407;2716197;2643851;3012092;2993164
3132503;Itamarandiba ;MG;64237;72316;84336;93999;101633;141600;147994;176264;225983;252587;292165;291546;418994;492893;361078;403730;511028
3132602;Itamarati de Minas ;MG;25046;35996;40725;43401;39513;22528;44620;31341;67829;72421;96659;76557;61180;45588;45142;56509;59128
3132701;Itambacuri ;MG;63030;73320;83907;91333;93647;106971;136050;154459;160174;155365;180501;215288;207444;234701;260550;259493;270899
3132800;Itambé do Mato Dentro ;MG;6528;7775;7328;8830;10347;10119;11517;11591;12032;14477;15723;19419;20914;22649;23720;25766;24748
3132909;Itamogi ;MG;38307;37129;58947;51420;88241;67254;88641;66312;96598;94069;144042;115579;153215;151426;203996;169720;184891
3133006;Itamonte ;MG;61317;69714;83733;96051;137366;246500;346600;263551;266374;309193;413911;546271;620140;606749;722190;723012;866270
3133105;Itanhandu ;MG;104921;124554;138180;171695;205038;206652;223564;240230;298492;301631;340857;345831;383366;360567;403307;420682;402399
3133204;Itanhomi ;MG;25680;28759;32081;36639;40955;44003;48159;55050;63815;65946;80953;87651;100003;107420;110993;113449;115843
3133303;Itaobim ;MG;50717;59744;66531;91898;108284;115773;136853;145880;150304;160450;184873;200766;244366;288071;259992;255038;270101
3133402;Itapagipe ;MG;78299;96822;116002;117376;138683;169036;186594;183329;206592;307453;291260;339610;380459;360772;387688;454982;410186
3133501;Itapecerica ;MG;88094;100456;110047;115770;122490;145840;164034;169208;202848;246647;281811;340052;375293;399107;430117;463381;483053
3133600;Itapeva ;MG;46286;59066;63471;74650;76461;79042;88111;103073;123770;132308;155265;212977;351884;229719;244602;302848;513763
3133709;Itatiaiuçu ;MG;62938;86066;133482;138179;170134;192730;343487;179772;975684;1520796;1550406;1682497;1840468;741168;772634;960666;1548609
3133758;Itaú de Minas ;MG;361005;438955;381286;334535;331712;352168;396957;432524;517685;592303;621296;613235;613956;510475;486722;509370;455201
3133808;Itaúna ;MG;627014;733487;946430;975728;1196493;1309556;1562032;1371625;1657411;1943659;2172457;2408444;2499009;2466328;2620157;3030158;3101335
3133907;Itaverava ;MG;11807;14403;14860;16365;18299;20019;22514;24372;23700;29255;31147;42324;42998;50345;54499;48338;49871
3134004;Itinga ;MG;22879;24120;28448;33636;37919;39704;47504;50047;63442;76666;80889;93631;114446;117650;122364;122229;122876
3134103;Itueta ;MG;18249;22789;26875;27839;29157;30906;34498;37838;39453;45309;52631;56196;64511;75674;77328;81332;70904
3134202;Ituiutaba ;MG;612118;753235;818475;804916;919978;1047333;1115003;1509288;1689147;1929091;2081440;2548879;2666713;2744948;2868378;2895754;2769758
3134301;Itumirim ;MG;15903;20718;24270;27140;25463;26524;28575;29681;31956;35767;40979;44705;48004;53168;61036;61545;59628
3134400;Iturama ;MG;629102;897761;1064142;1241193;1410705;1542707;1450528;1468567;1529028;1808560;1845608;1774187;1533344;1825273;1986558;1726005;2149543
3134509;Itutinga ;MG;30293;30053;40231;41421;39164;42384;49895;52859;52378;51010;48710;73630;57179;81339;100008;83550;116042
3134608;Jaboticatubas ;MG;41176;49279;54249;67446;79311;81141;86563;86179;98447;115961;129685;150578;171103;185427;199424;205297;219848
3134707;Jacinto ;MG;25371;27648;29653;32807;36290;41271;48667;53164;55576;62024;72043;77968;83152;94404;100544;101966;103586
3134806;Jacuí ;MG;20254;24063;31351;34294;40948;41423;50599;46892;57549;74129;77724;81365;93347;95008;113420;109687;114593
3134905;Jacutinga ;MG;121610;146763;155643;169921;183130;210118;295951;256033;307463;397894;414689;412148;445457;502494;500152;633913;692706
3135001;Jaguaraçu ;MG;7766;7774;8273;20450;10845;28119;32740;33679;39642;40382;44590;52500;59757;62331;61886;64962;71504
3135050;Jaíba ;MG;62838;67512;80173;99677;120548;148366;173777;207801;233406;297903;312641;402994;431770;470533;522283;555252;532180
3135076;Jampruca ;MG;11922;13543;14944;16160;17945;19770;22604;23496;33690;33478;36185;42540;45642;46843;51706;54502;54588
3135100;Janaúba ;MG;182694;198271;223675;258731;340131;399252;468672;462819;490115;568588;646789;725688;846812;967457;1025152;1096808;1123226
3135209;Januária ;MG;141883;152980;176178;204465;231091;269823;311123;318634;339718;366202;445242;509465;556625;594901;636624;676301;687278
3135308;Japaraíba ;MG;16087;19726;21684;25412;28227;32218;34394;34210;34617;54001;49207;49416;54176;59195;58922;68416;72077
3135357;Japonvar ;MG;12213;13789;15036;18273;21086;22009;26058;27774;31017;34003;38185;51584;52051;53919;57291;57654;59879
3135407;Jeceaba ;MG;26297;25751;21249;24721;33352;38923;140782;172025;128821;109467;261124;580182;722109;614210;593465;770609;1016765
3135456;Jenipapo de Minas ;MG;9313;10732;11286;13000;15739;18668;26249;30448;26599;29374;32931;36441;41788;45584;46282;69760;70897
3135506;Jequeri ;MG;28621;33762;38113;42580;46602;51723;58484;65307;71700;104259;102443;104484;134642;134956;152825;145473;139069
3135605;Jequitaí ;MG;20293;21892;25634;27994;28662;32962;50153;39702;41793;46935;56204;70579;69387;70546;74788;78647;78254
3135704;Jequitibá ;MG;20043;22823;26207;29693;30301;38623;44570;52762;70356;67366;75186;83422;86073;89473;104134;89202;90217
3135803;Jequitinhonha ;MG;48332;51796;59000;62214;72904;83700;93436;101883;109208;132153;136352;157848;188598;208737;238419;225098;228015
3135902;Jesuânia ;MG;15466;17277;18591;25183;26182;26664;27909;31123;33064;43162;44430;44338;50247;51506;66442;64401;61288
3136009;Joaíma ;MG;30037;33006;36663;39908;45732;48778;55952;59203;65481;72250;82156;91713;103459;113743;124722;131819;134622
3136108;Joanésia ;MG;27199;25726;36217;38039;37479;45461;50723;42076;68817;41378;42074;49108;48747;82221;88152;77144;80537
3136207;João Monlevade ;MG;775629;925349;1402713;1401542;1429798;1502317;1821815;1638942;1697020;1993102;1993557;2186452;2374713;2339499;2318455;2591006;2922631
3136306;João Pinheiro ;MG;177643;214210;265374;302995;345009;395034;456499;467359;617036;795632;829920;957820;1077534;1177576;1333217;1462069;1465894
3136405;Joaquim Felício ;MG;11436;12359;13733;16154;16236;19081;21902;24109;28784;30628;32688;46210;43708;44425;43382;40378;44022
3136504;Jordânia ;MG;17884;21012;23254;25693;29313;30809;36663;39864;42849;48342;54506;64179;70658;75729;82825;82015;90632
3136520;José Gonçalves de Minas ;MG;7496;8626;9802;11944;11427;23880;20616;17746;17729;20221;23255;29146;33431;34335;35080;44991;44744
3136553;José Raydan ;MG;8463;9527;10398;13068;14362;17205;18963;21447;26349;31937;36020;42235;42519;40798;50758;54607;51530
3136579;Josenópolis ;MG;7786;8914;9409;10357;11676;13498;16761;17033;22825;32405;166583;33629;27811;39315;38226;36223;37127
3136603;Nova União ;MG;14834;18192;20804;23932;26750;27109;32162;33126;40734;42885;45721;50461;62233;62660;67869;82165;85675
3136652;Juatuba ;MG;261560;305286;386048;443097;468567;573844;573937;675756;806639;812960;810662;902246;1018529;1130250;1087403;1202426;1204884
3136702;Juiz de Fora ;MG;4025787;4505601;5221056;5567671;6163821;7267282;8032573;8338813;9912515;10490361;11916163;13196898;13955698;14436472;14524863;15990513;16923044
3136801;Juramento ;MG;11329;11610;12428;14897;16494;18347;21042;22609;25312;27479;77427;69459;34481;39611;39458;36755;38621
3136900;Juruaia ;MG;22502;21983;35523;39175;53158;49431;77097;65275;85096;117164;120931;113809;148073;154156;177371;164671;153205
3136959;Juvenília ;MG;8862;11985;14623;16302;18741;21315;24309;25952;25443;30716;34846;38700;41844;44589;49777;50146;51073
3137007;Ladainha ;MG;25347;25770;27171;31071;34434;43136;49113;68492;71315;71114;96275;85668;92439;101644;110051;113162;118447
3137106;Lagamar ;MG;29080;34355;37268;41117;50070;55893;66593;70141;80105;91131;109222;130564;134556;136182;162145;262615;166842
3137205;Lagoa da Prata ;MG;250630;305354;356419;389991;512706;530671;565284;635231;786659;853961;919422;1111375;1295164;1340940;1377436;1631664;1811611
3137304;Lagoa dos Patos ;MG;10474;11582;13283;14783;16888;18954;20937;23617;27437;29687;96534;35373;36845;39193;43048;44679;41724
3137403;Lagoa Dourada ;MG;34512;42583;48165;53579;56035;61392;71779;78157;90793;101457;114982;130800;135987;151638;231690;202052;222120
3137502;Lagoa Formosa ;MG;51611;62240;71268;85205;90540;97778;119450;121326;147431;177551;214184;228559;258090;286427;338130;333813;344443
3137536;Lagoa Grande ;MG;33689;37315;45067;53992;49796;77115;79173;86259;93468;124863;139954;167802;176966;181949;207290;227768;239952
3137601;Lagoa Santa ;MG;258466;287986;347290;400341;501084;586665;677326;747564;982774;1096951;1223592;1418298;1664265;1665738;1965707;1661470;1648497
3137700;Lajinha ;MG;53361;60069;72744;80744;99606;105739;123610;143672;168092;220093;211508;243098;242327;281387;319146;313262;343550
3137809;Lambari ;MG;75410;82991;105704;112472;141770;122732;138609;159582;179754;249243;224468;236161;278060;290274;333262;333590;321020
3137908;Lamim ;MG;6959;8252;8657;10502;11346;12955;14967;16214;18556;21028;23195;27636;31455;32839;36418;40216;41622
3138005;Laranjal ;MG;18714;21295;23943;27124;30454;30557;32892;36901;45132;48511;54805;61237;61667;65940;71820;75713;77559
3138104;Lassance ;MG;17890;23166;27528;29032;30046;58415;40938;68005;79405;93287;94479;103168;115327;99769;90986;111960;126404
3138203;Lavras ;MG;528012;597243;682063;772702;881564;1023309;1087332;1206168;1494002;1643784;1825820;2059196;2096118;2102443;2273631;2486356;2615330
3138302;Leandro Ferreira ;MG;11669;12345;13550;15331;16860;18058;18728;20804;22841;24975;28134;34326;35413;35981;39886;38517;40148
3138351;Leme do Prado ;MG;8699;9625;10851;12650;13884;15188;18530;20651;23276;26770;31662;32984;34383;41000;46458;50546;49826
3138401;Leopoldina ;MG;223065;252177;311827;353409;391092;412081;445405;517786;577377;643073;709282;808255;891587;974908;981167;1038922;1013874
3138500;Liberdade ;MG;19754;22887;24917;25464;28222;32200;36211;36667;46487;49283;52742;59963;60416;69987;75606;81899;72304
3138609;Lima Duarte ;MG;44896;51092;55755;63426;71249;79113;87113;98406;120955;143349;151276;205924;221899;219658;248687;250863;276680
3138625;Limeira do Oeste ;MG;35468;42826;49572;60171;83718;91628;105692;113934;137010;185733;172901;223713;208522;278546;312043;342581;389774
3138658;Lontra ;MG;10988;12139;13478;13411;18706;20157;25195;26291;29545;34853;38534;45342;50488;53835;58892;65128;69409
3138674;Luisburgo ;MG;17984;23749;30763;29185;38577;34898;37254;37235;47009;76662;57946;47620;65727;70883;72965;81967;80825
3138682;Luislândia ;MG;10115;11573;12616;15734;17088;19606;23309;27432;29249;30676;34625;38386;41319;45029;50087;48543;47866
3138708;Luminárias ;MG;19464;24850;28787;28449;28368;30017;32836;34266;40034;47272;45968;50418;55585;61518;74761;102201;90592
3138807;Luz ;MG;95548;113864;128461;142988;152193;174666;193889;223042;243055;280604;312754;379510;419677;432027;429815;487069;503372
3138906;Machacalis ;MG;15037;16734;18542;22011;25826;27839;32145;37672;35379;39346;46095;60248;55159;61619;73354;74522;81851
3139003;Machado ;MG;237839;253944;373235;297557;393397;401695;505793;521239;596819;744259;724441;763287;764474;855183;941546;962265;1056756
3139102;Madre de Deus de Minas ;MG;15054;23329;28355;30933;32052;33812;43267;45990;49890;58575;78604;90403;92295;110706;182256;156663;163193
3139201;Malacacheta ;MG;37959;42499;44006;51830;62053;66085;73420;99970;93829;108271;123718;143241;165065;179542;191158;181491;193768
3139250;Mamonas ;MG;10696;10965;12588;14532;13665;17842;22143;23507;22995;26063;29290;33269;36092;39721;46599;47993;47822
3139300;Manga ;MG;45750;51522;58810;68369;77769;81436;90579;96917;103264;110983;128923;145976;175123;189683;205958;187799;194455
3139409;Manhuaçu ;MG;400933;441354;542695;598374;755114;839629;1033143;1078228;1109458;1444415;1526574;1638603;1812033;1956063;2076764;2386303;2092768
3139508;Manhumirim ;MG;73219;74436;94133;112504;135162;164047;235166;181836;225450;290046;296581;305305;368217;415233;424702;448112;471809
3139607;Mantena ;MG;91934;109602;125097;155202;171627;181965;193478;192690;206461;237496;279142;294526;319121;349070;360249;376871;391821
3139706;Maravilhas ;MG;25385;30527;44301;46472;58423;63704;77663;63932;75415;82236;87137;113589;112599;93594;112711;115238;140686
3139805;Mar de Espanha ;MG;33062;39780;40590;49652;60014;60115;68577;77788;100180;106212;117224;123681;134251;144788;152365;170453;171107
3139904;Maria da Fé ;MG;38962;44333;49711;54960;60542;62393;70174;73635;86633;93742;106035;115865;130150;144971;151309;157652;165838
3140001;Mariana ;MG;467828;567291;812910;1040456;1108652;1086300;1409988;1334734;3690161;5721537;5390622;6613176;5008449;3254653;2229558;2899086;2753719
3140100;Marilac ;MG;9540;9999;11565;13240;15084;16639;19212;19827;21621;25358;28671;33667;36548;37916;39596;42057;41655
3140159;Mário Campos ;MG;24508;29042;31249;37317;43101;41483;55958;65014;74243;87674;100924;124380;141139;146315;154615;154910;155825
3140209;Maripá de Minas ;MG;10267;11887;11921;13971;15609;17678;20689;21833;23370;30080;31288;42678;42261;43658;47992;57644;54812
3140308;Marliéria ;MG;9494;12489;17146;13411;15437;15682;17384;19182;21839;23889;25752;31297;34451;37714;38920;39495;43072
3140407;Marmelópolis ;MG;11309;11088;12969;30235;19566;18774;18853;21828;23367;19936;21770;24919;27828;27577;28867;30952;32330
3140506;Martinho Campos ;MG;48010;59025;79472;86670;95246;107905;136383;121700;156044;174852;214944;204825;239810;253705;299485;320823;333759
3140530;Martins Soares ;MG;16679;18416;32894;32953;60836;44891;60490;49490;75198;121233;79639;81237;101369;117093;133884;135904;199204
3140555;Mata Verde ;MG;12660;13946;15862;18149;19796;21001;25042;28598;31339;38066;41409;45584;49043;52953;58889;62619;68082
3140605;Materlândia ;MG;10372;11988;13247;15608;17133;19312;21394;22558;24893;27373;32359;33107;37111;38305;44158;44127;43631
3140704;Mateus Leme ;MG;145706;163852;242131;242617;233361;255672;300086;306371;403967;442854;434682;562910;553358;535844;570348;692585;697591
3140803;Matias Barbosa ;MG;61950;102381;160317;155588;249368;303822;319622;356495;387353;412670;436659;498801;507442;504419;575198;505305;530477
3140852;Matias Cardoso ;MG;19789;25489;28064;31292;38562;43524;52561;49995;67477;85127;96117;120382;124039;126349;143836;132261;114924
3140902;Matipó ;MG;72057;85748;92770;104663;137086;102862;117826;131362;170545;210601;228429;280203;244555;367803;398873;241017;379540
3141009;Mato Verde ;MG;26598;28580;35134;42196;49287;49020;54150;59233;65688;78005;80275;90082;100729;103559;113785;119946;125197
3141108;Matozinhos ;MG;270737;329630;380972;428568;477005;495630;686171;602152;673868;742963;867931;890007;983428;969570;936632;1003807;1019637
3141207;Matutina ;MG;15610;20566;21514;23246;24783;26367;30195;30436;37954;43978;47779;62950;56571;61069;65216;63002;68601
3141306;Medeiros ;MG;16777;21008;23432;29361;31763;35346;36612;41218;52659;69245;82574;99184;100651;105047;144951;120499;124895
3141405;Medina ;MG;43497;51210;57054;63337;72780;79041;89698;93870;119038;147239;153019;186186;189580;207680;210622;215515;211654
3141504;Mendes Pimentel ;MG;16265;17808;19816;21890;24245;28186;29371;31812;36865;37164;40448;46192;47678;50457;57210;56106;56015
3141603;Mercês ;MG;25874;27117;30326;32778;36050;45313;53744;46034;59878;70344;78778;89594;96074;102235;113395;115992;119189
3141702;Mesquita ;MG;15658;16663;15096;17202;19533;22793;26913;28534;26546;29624;32427;33770;38252;43516;44235;45476;45814
3141801;Minas Novas ;MG;53940;61295;67261;78035;83827;95823;111093;120871;137670;159976;179837;204478;256491;283550;250743;251498;298227
3141900;Minduri ;MG;12258;13557;15173;18390;18984;21053;24583;28226;35678;36696;39277;50709;57239;69025;81139;70616;69349
3142007;Mirabela ;MG;26714;30995;28202;33065;39288;42845;49051;53575;58023;64477;71723;90368;94567;105425;113160;122795;126405
3142106;Miradouro ;MG;32354;38374;45566;50555;47080;53582;79152;136349;90586;105803;99269;97782;109823;122246;132724;130089;129322
3142205;Miraí ;MG;37346;40905;47465;55570;63932;87411;93986;90636;132579;155190;172992;224062;197298;219636;174731;242620;253141
3142254;Miravânia ;MG;7227;8110;9531;12498;13761;16043;18470;18801;36187;22788;24433;26897;29756;31573;32383;36847;37520
3142304;Moeda ;MG;11373;13165;15102;16488;18749;21482;25779;27986;30638;35148;33377;49424;54827;49262;55657;59013;58004
3142403;Moema ;MG;22056;25093;30904;31625;33602;37670;39827;39318;45123;53330;61330;71093;76361;81870;97930;106939;112500
3142502;Monjolos ;MG;7693;9049;9908;10267;10400;12537;16217;14736;18425;19404;20744;24695;26807;28186;32776;41289;28154
3142601;Monsenhor Paulo ;MG;38089;44251;65345;62011;65791;76050;83726;95895;115169;154095;161027;167051;184076;178545;205071;195808;176143
3142700;Montalvânia ;MG;33615;35343;43285;47791;50883;54385;61242;63509;80864;95727;95986;98374;110403;118687;125707;126213;131230
3142809;Monte Alegre de Minas ;MG;108219;147297;166213;170018;175434;183011;240848;269380;265414;370879;409104;425775;502565;507729;576364;551194;529809
3142908;Monte Azul ;MG;48434;49175;56757;62121;65981;74010;84332;87450;99934;120574;132029;145823;162396;172109;183748;190656;194025
3143005;Monte Belo ;MG;60613;62775;78733;75854;91795;93908;118865;126351;149193;173843;180172;184496;201884;215363;255840;282960;263284
3143104;Monte Carmelo ;MG;245274;278654;349947;355767;437183;524524;601423;541725;743440;907372;848869;1102782;1271372;1119160;1038071;1091638;1127893
3143153;Monte Formoso ;MG;7427;9233;10243;10877;12145;14030;16941;17814;17008;18628;19872;22635;25988;28514;31668;32087;34465
3143203;Monte Santo de Minas ;MG;99414;113134;114632;150779;175665;155919;201010;198270;223710;277008;353503;319378;342323;366348;436493;357457;404354
3143302;Montes Claros ;MG;1687384;1949279;2241088;2622191;2871087;3395367;3657356;4109624;4843675;5460968;6172330;7042716;7802685;8011232;8770319;8967973;9441519
3143401;Monte Sião ;MG;125387;137501;148366;148376;159543;144562;179788;187159;237578;282062;304821;304004;336942;397907;404347;413092;411201
3143450;Montezuma ;MG;10964;11895;14037;17140;18669;21883;25174;27681;30837;33925;39269;43515;50611;56688;50835;60269;68800
3143500;Morada Nova de Minas ;MG;38189;47482;49414;60384;65381;71013;75838;83231;93114;109434;142292;166309;175042;211026;257625;272361;311060
3143609;Morro da Garça ;MG;13079;17568;19541;17171;21973;19470;30017;26801;37122;37461;39541;47577;47670;149608;168819;47264;46522
3143708;Morro do Pilar ;MG;10097;10526;9932;11788;12978;13851;16648;16230;54880;22561;29737;35040;32562;31394;30353;32574;32551
3143807;Munhoz ;MG;14922;16876;17138;19696;24779;26356;29221;30405;34383;36818;42054;49440;53887;64512;79012;88033;89051
3143906;Muriaé ;MG;426811;485692;544259;619324;775931;808330;930422;1049270;1218095;1368442;1538953;1741040;1831990;1892370;2037368;2100503;2149762
3144003;Mutum ;MG;66943;77570;86735;100698;112799;119331;143400;155403;180738;240315;240067;255345;290915;299714;342879;374296;378095
3144102;Muzambinho ;MG;84674;86179;111507;126075;146938;148888;178469;182683;224215;246675;309662;310905;371744;396288;458337;415075;390639
3144201;Nacip Raydan ;MG;7061;7501;7921;8924;9831;11230;12094;14253;16518;17334;19046;23276;26628;27732;29430;27006;28594
3144300;Nanuque ;MG;171428;188372;211631;230235;282708;320289;359643;363169;525635;440377;493003;543709;575137;637851;644480;644030;707305
3144359;Naque ;MG;12702;13614;15166;17504;38657;28861;39370;29470;32677;39718;43819;50736;59478;65621;67733;68614;74309
3144375;Natalândia ;MG;9098;10951;10566;12513;13875;15358;17181;19013;21541;25924;30729;35797;38664;40651;47391;43839;45819
3144409;Natércia ;MG;16046;17258;21602;26210;30645;29122;32917;37745;40890;57360;52798;52798;56379;67156;82519;67916;75324
3144508;Nazareno ;MG;47950;50729;60073;65876;65374;65245;83315;82170;101931;136768;175855;196969;210516;219393;246903;208795;310794
3144607;Nepomuceno ;MG;117208;107539;165897;144899;205390;163400;183737;199652;227755;319993;315353;322171;373620;395681;471766;444289;457334
3144656;Ninheira ;MG;14020;15021;16623;19035;23826;28117;33429;37305;39813;48566;53423;53944;59195;71115;74750;75958;85135
3144672;Nova Belém ;MG;13035;13721;13872;16060;21475;24850;22922;23429;23623;32938;39854;32977;41751;52955;58437;37655;41187
3144706;Nova Era ;MG;114932;142455;179629;165002;194791;208287;266089;271922;273507;290360;296286;329055;374922;324849;309797;321629;344478
3144805;Nova Lima ;MG;903043;1102069;1517250;1579167;1580685;1846964;2336092;2258130;5382564;6989810;7923101;9564345;9156051;7288510;7848285;9117371;10439694
3144904;Nova Módica ;MG;10717;12442;13316;15090;16162;20734;21908;22103;22224;27308;29439;33611;36769;39309;40750;42533;43728
3145000;Nova Ponte ;MG;225659;323815;375299;383608;430431;540504;575921;521726;617922;566830;631056;667475;678753;850930;841543;772975;1140199
3145059;Nova Porteirinha ;MG;17400;19399;25950;32184;37068;36702;40863;42321;48913;62991;65267;88586;79134;90893;117669;104542;105526
3145109;Nova Resende ;MG;43287;43976;80355;77877;109386;92061;169807;106745;173609;200603;249658;185418;249107;274618;277346;296578;275027
3145208;Nova Serrana ;MG;224386;271938;352624;437196;502759;530993;661572;699795;1010516;1206047;1489783;1644361;1838090;1915877;2102148;2603232;2368040
3145307;Novo Cruzeiro ;MG;48677;54574;55553;63682;74078;83979;93530;104201;112678;134321;150802;165358;206664;206599;234216;233637;235921
3145356;Novo Oriente de Minas ;MG;16510;18720;20376;24392;27366;28350;34113;36140;41443;47537;49643;54570;58843;65214;74568;81944;92736
3145372;Novorizonte ;MG;10639;9077;10311;11867;12944;14515;16689;19210;22907;25811;30022;33612;35884;40055;44913;50754;51366
3145406;Olaria ;MG;6091;7025;7518;8497;9077;18385;12306;13086;12837;13321;15148;16592;18105;20308;23794;23635;24158
3145455;Olhos-d'Água ;MG;11656;14659;17849;20391;21267;23920;31268;31671;47184;67351;333407;65382;63861;84031;225188;120829;157017
3145505;Olímpio Noronha ;MG;8712;10157;12497;14028;17391;16806;17362;19627;20328;26829;25950;26576;31505;34238;40683;36589;33644
