codigo_ibge;municipio;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
3130309;Iguatama ;27000;26000;18000;14900;15900;18466;15797;13637;15937;9110;13811;14111
3130408;Ijaci ;693;689;686;676;633;550;535;550;535;277;422;595
3130507;Ilicínea ;3118;2568;2768;2568;2718;2718;2708;2108;2700;2700;1807;1762
3130556;Imbé de Minas ;1430;1350;1350;1032;1142;1095;1168;1170;1601;397;439;503
3130606;Inconfidentes ;536;478;478;557;171;183;306;318;340;269;336;471
3130655;Indaiabira ;2579;3137;2506;3790;4040;3197;3866;3060;4360;2076;2478;2231
3130705;Indianópolis ;19002;20980;20550;22153;21654;23149;24932;25246;26554;33512;35952;36107
3130804;Ingaí ;1899;1909;1719;1961;1980;2085;2210;2210;3050;3445;4142;5810
3130903;Inhapim ;4975;5143;5177;5322;5478;5769;5721;5244;4717;493;490;951
3131000;Inhaúma ;1192;1012;779;779;855;835;835;835;636;39;35;34
3131109;Inimutaba ;1520;1520;1520;1520;1140;1100;1180;1124;280;4;6;6
3131158;Ipaba ;1198;1198;1038;1363;1054;1054;974;907;420;31;35;39
3131208;Ipanema ;1702;1732;1732;1602;1552;1523;1478;324;316;307;312;343
3131307;Ipatinga ;55;75;60;57;10;11;5;0;0;6;10;16
3131406;Ipiaçu ;9576;10232;11674;13067;14108;16550;19163;19456;19680;21763;19922;21880
3131505;Ipuiúna ;5176;6008;5870;5120;5550;5550;4885;4175;4873;650;1445;1488
3131604;Iraí de Minas ;6410;6180;6400;8086;6793;6352;8420;6419;9150;5967;6297;9527
3131703;Itabira ;736;710;725;655;590;600;560;510;350;117;144;149
3131802;Itabirinha ;270;270;178;188;233;160;186;215;196;80;78;67
3131901;Itabirito ;1703;1753;1753;1753;2205;2205;1804;1624;853;137;140;382
3132008;Itacambira ;1254;1324;1324;1104;1074;809;820;656;746;647;701;686
3132107;Itacarambi ;2255;1775;2377;1668;2423;3074;3490;2970;4319;2519;2592;2389
3132206;Itaguara ;1683;1600;1600;1080;1167;917;945;891;1056;509;472;724
3132305;Itaipé ;1431;1431;1431;1371;1890;1665;1620;1466;1171;663;685;800
3132404;Itajubá ;842;842;872;483;526;520;532;258;260;98;122;157
3132503;Itamarandiba ;3858;3921;2546;2615;3171;2005;2005;2416;1890;2329;2149;1776
3132602;Itamarati de Minas ;495;515;530;530;515;515;390;362;302;37;57;157
3132701;Itambacuri ;1966;1966;1966;1831;1636;1636;1186;1005;398;519;470;290
3132800;Itambé do Mato Dentro ;110;80;67;68;75;60;55;57;162;27;35;59
3132909;Itamogi ;2200;2200;2200;1680;1670;2040;1415;1631;1920;872;890;1084
3133006;Itamonte ;655;640;655;660;655;650;530;430;480;470;186;226
3133105;Itanhandu ;222;192;202;202;212;212;187;175;149;58;186;191
3133204;Itanhomi ;661;346;346;361;260;145;250;265;87;195;170;160
3133303;Itaobim ;762;770;607;449;592;450;330;460;504;438;345;370
3133402;Itapagipe ;5664;13720;14020;18515;18514;20060;21150;18562;18192;18560;18309;18961
3133501;Itapecerica ;2960;2970;3000;3090;2740;3042;2123;2731;3266;2722;910;925
3133600;Itapeva ;791;746;746;746;586;576;621;611;329;198;231;247
3133709;Itatiaiuçu ;311;278;278;340;350;330;372;315;311;164;152;165
3133758;Itaú de Minas ;1020;920;950;750;760;750;1190;1312;1272;2644;2348;2378
3133808;Itaúna ;710;715;715;425;425;420;462;399;657;197;235;241
3133907;Itaverava ;1547;1167;1172;1475;1475;1488;1353;1803;1689;722;661;613
3134004;Itinga ;1035;1910;1110;1501;1734;1469;1108;370;288;1186;1192;767
3134103;Itueta ;2555;2455;2455;2055;2040;2010;1910;1006;923;958;356;426
3134202;Ituiutaba ;33075;38761;38269;36892;34423;42118;44476;56463;55595;59580;62761;72539
3134301;Itumirim ;1887;1677;1277;1362;1448;1345;1427;1083;1180;768;838;1181
3134400;Iturama ;22500;31500;31700;31700;31040;31190;30190;29260;29470;29592;39597;39597
3134509;Itutinga ;3140;3360;2560;2490;1646;2140;4070;4020;5070;2815;2425;7805
3134608;Jaboticatubas ;885;698;907;798;740;659;654;623;366;498;414;619
3134707;Jacinto ;1473;2028;2395;2213;1923;1933;2033;1481;1895;96;95;185
3134806;Jacuí ;475;455;455;727;847;737;1590;1611;1111;827;802;927
3134905;Jacutinga ;1835;1590;1590;1077;1078;1100;1530;996;920;488;798;808
3135001;Jaguaraçu ;35;50;50;75;128;128;113;94;171;15;15;21
3135050;Jaíba ;8356;6704;5879;10569;10033;11046;11063;13596;14298;14009;12499;11383
3135076;Jampruca ;195;155;155;155;158;137;132;683;300;267;260;262
3135100;Janaúba ;3099;4239;2832;2994;2990;1994;2058;1813;1281;1514;674;1392
3135209;Januária ;11758;12258;11810;8690;8965;6272;4032;3285;4005;5314;4683;5083
3135308;Japaraíba ;5180;5205;5616;6305;5975;6550;6605;8111;4551;4684;4828;4835
3135357;Japonvar ;1431;1431;1301;1296;1267;1251;1126;878;1110;885;1122;1225
3135407;Jeceaba ;1790;1763;1765;1727;1727;1722;1762;1732;442;222;230;230
3135456;Jenipapo de Minas ;287;635;525;413;540;538;528;493;468;185;187;178
3135506;Jequeri ;2616;2616;2956;2406;2206;2206;1546;1628;1027;1711;1694;1730
3135605;Jequitaí ;2581;1373;1942;1483;1875;1465;1207;1158;1578;1885;1653;1632
3135704;Jequitibá ;873;1145;1178;1168;1134;1129;1134;1065;990;430;453;460
3135803;Jequitinhonha ;1231;1240;1051;1351;1001;1341;951;1553;1723;952;754;839
3135902;Jesuânia ;177;227;227;207;292;277;247;115;395;566;581;365
3136009;Joaíma ;425;505;368;465;480;540;390;420;486;508;647;507
3136108;Joanésia ;217;364;356;356;266;306;286;256;230;271;298;288
3136207;João Monlevade ;23;31;24;26;25;25;26;20;15;13;19;19
3136306;João Pinheiro ;29922;30248;29809;35084;36384;36601;39701;37672;37787;45729;50756;44297
3136405;Joaquim Felício ;2196;2648;2376;1178;831;688;688;636;565;432;438;440
3136504;Jordânia ;333;478;432;422;352;342;372;422;472;440;242;380
3136520;José Gonçalves de Minas ;397;540;278;567;652;497;491;490;510;364;355;476
3136553;José Raydan ;1231;1125;1018;1029;1328;1328;1323;1214;752;293;286;271
3136579;Josenópolis ;521;521;521;490;490;577;437;436;467;585;702;361
3136603;Nova União ;165;140;140;135;127;120;120;100;130;108;82;105
3136652;Juatuba ;496;196;196;196;120;171;207;174;189;10;10;32
3136702;Juiz de Fora ;1324;898;788;746;725;725;464;351;226;251;282;292
3136801;Juramento ;2228;2228;2248;2064;2006;2065;2011;2000;1934;168;611;1727
3136900;Juruaia ;2171;1778;1768;2068;3478;2443;2146;2129;2003;337;346;419
3136959;Juvenília ;1282;1502;1850;1850;1868;1880;1920;932;882;620;616;727
3137007;Ladainha ;1120;1120;1120;985;1152;999;917;785;476;2483;2339;2084
3137106;Lagamar ;3318;3150;3229;3159;4324;4764;4814;5194;5271;5679;5964;6764
3137205;Lagoa da Prata ;10752;12605;12605;10205;10643;9407;12410;8986;10587;10483;9524;10402
3137304;Lagoa dos Patos ;1159;1186;1108;956;956;807;757;801;725;725;913;676
3137403;Lagoa Dourada ;5690;5356;6230;6801;6945;7025;8450;9165;9855;12114;12852;14280
3137502;Lagoa Formosa ;10026;10121;11277;12781;13312;15336;17035;15661;17441;13543;15149;17189
3137536;Lagoa Grande ;6370;6585;7384;7337;5950;7290;7920;7993;10068;9966;7209;7018
3137601;Lagoa Santa ;46;35;35;35;53;103;132;104;124;49;31;27
3137700;Lajinha ;1185;1135;1135;1135;1135;1135;1135;1184;639;711;890;811
3137809;Lambari ;973;973;973;973;913;813;843;716;733;103;134;585
3137908;Lamim ;843;828;827;823;808;810;810;574;434;502;498;498
3138005;Laranjal ;291;291;291;393;234;195;175;171;169;41;51;45
3138104;Lassance ;870;870;973;883;1259;909;1219;1177;1010;1387;1369;1927
3138203;Lavras ;5281;5181;5177;5252;5383;5467;5502;5388;5644;4110;5659;6204
3138302;Leandro Ferreira ;330;210;210;91;192;522;122;150;162;152;141;113
3138351;Leme do Prado ;436;531;350;528;543;358;358;383;321;207;202;181
3138401;Leopoldina ;1900;1880;1460;1775;1697;787;521;395;365;353;433;326
3138500;Liberdade ;947;638;638;638;626;626;619;567;583;226;232;232
3138609;Lima Duarte ;853;1350;1350;1345;1565;1516;1524;1906;1314;181;288;435
3138625;Limeira do Oeste ;12540;18551;18551;18551;19693;19683;27221;25109;25777;26094;41046;41676
3138658;Lontra ;661;661;615;615;586;785;760;805;631;240;329;534
3138674;Luisburgo ;273;200;200;200;200;200;200;190;210;1235;1096;1193
3138682;Luislândia ;1234;1375;1220;1196;894;829;829;716;750;518;610;648
3138708;Luminárias ;2454;2336;1986;2816;2373;2051;2774;2685;2707;7295;8085;7856
3138807;Luz ;9068;11403;11703;12069;10522;12386;14136;12694;11889;19099;19344;18902
3138906;Machacalis ;240;230;175;210;202;165;130;130;89;80;83;155
3139003;Machado ;7275;5636;5536;5534;6576;7349;9026;8484;10735;10515;10272;11754
3139102;Madre de Deus de Minas ;9700;12780;13670;11800;15620;19670;22470;23070;24146;19675;20275;25000
3139201;Malacacheta ;2622;2622;2622;2352;2527;2632;2312;2353;1783;494;533;588
3139250;Mamonas ;5608;5836;5781;4996;1891;1951;1962;1859;1931;1339;837;953
3139300;Manga ;5914;6611;5773;3286;3392;3022;3351;2806;2435;1586;1599;1634
3139409;Manhuaçu ;3178;2311;2311;2311;1317;2316;2346;2164;1043;1255;1109;1346
3139508;Manhumirim ;342;240;240;240;270;240;240;235;390;200;223;223
3139607;Mantena ;1390;1210;1165;690;920;435;705;197;161;309;327;321
3139706;Maravilhas ;1097;722;822;717;718;607;639;670;632;174;171;207
3139805;Mar de Espanha ;280;277;244;464;279;258;250;247;527;247;224;230
3139904;Maria da Fé ;1945;2005;2015;2015;1736;2151;2111;2088;1770;725;728;727
3140001;Mariana ;2607;2602;2602;2597;2435;2385;2292;2286;2470;132;186;217
3140100;Marilac ;311;293;293;294;236;322;314;151;174;385;479;392
3140159;Mário Campos ;30;19;19;19;43;58;53;53;0;8;19;19
3140209;Maripá de Minas ;100;108;103;106;99;99;89;79;57;77;42;42
3140308;Marliéria ;335;340;295;439;494;490;455;390;620;81;98;106
3140407;Marmelópolis ;128;128;126;126;113;119;119;88;66;43;67;77
3140506;Martinho Campos ;3052;3202;3202;3247;1052;1776;2347;2151;947;3520;3995;4030
3140530;Martins Soares ;1190;1100;1100;1100;1100;1100;1000;800;115;71;76;94
3140555;Mata Verde ;360;333;313;403;240;310;288;212;224;58;59;94
3140605;Materlândia ;660;430;430;420;425;425;395;305;235;484;448;434
3140704;Mateus Leme ;415;515;515;500;469;519;538;471;374;410;414;400
3140803;Matias Barbosa ;78;39;37;23;34;34;49;17;13;30;31;54
3140852;Matias Cardoso ;3495;2322;2899;2820;1575;1734;3514;2370;2769;3094;1583;1509
3140902;Matipó ;2311;2241;2241;2241;2241;2241;2232;2078;2428;664;678;775
3141009;Mato Verde ;3227;3292;3612;4677;4074;4070;3659;3357;3218;559;1377;1789
3141108;Matozinhos ;1576;760;760;819;1600;1580;1570;1562;1312;390;417;427
3141207;Matutina ;990;1040;1040;1125;1130;1076;1076;1080;740;69;70;150
3141306;Medeiros ;2775;3246;3563;3502;5662;11006;10745;10599;10064;13680;14356;14514
3141405;Medina ;1344;1307;1307;1387;1957;2329;2226;2054;834;1042;1158;1258
3141504;Mendes Pimentel ;1015;965;965;585;639;437;438;253;224;120;122;77
3141603;Mercês ;1327;1150;1150;1150;1020;1080;1256;1246;431;329;354;399
3141702;Mesquita ;165;196;190;190;512;507;497;501;449;184;199;218
3141801;Minas Novas ;2339;2213;1993;2410;2216;1583;1583;1867;1785;2777;2194;2266
3141900;Minduri ;2246;4296;4296;4296;4446;4815;4815;5235;6365;3300;4918;8585
3142007;Mirabela ;1498;1498;1583;1579;2129;1780;1730;1171;831;515;921;923
3142106;Miradouro ;1705;1705;1705;1385;1388;160;155;155;282;391;358;358
3142205;Miraí ;827;787;697;697;570;414;404;385;325;200;289;283
3142254;Miravânia ;1133;1133;1940;2720;322;385;379;723;635;690;551;472
3142304;Moeda ;217;203;206;337;337;337;337;255;265;71;30;40
3142403;Moema ;513;703;703;1427;600;600;439;1210;529;897;905;919
3142502;Monjolos ;885;835;795;825;660;630;640;590;510;105;101;107
3142601;Monsenhor Paulo ;978;778;878;828;828;725;735;830;830;887;968;1021
3142700;Montalvânia ;1600;1600;3110;3293;3243;3749;4226;3644;5755;1259;1131;1577
3142809;Monte Alegre de Minas ;58950;66606;66296;65342;66579;65785;70736;66926;65646;61312;50058;51767
3142908;Monte Azul ;3856;3868;4253;3988;4521;4574;4703;3697;3366;3400;1472;2059
3143005;Monte Belo ;8884;8334;7720;7100;7370;7670;8100;7700;7700;6465;5966;5990
3143104;Monte Carmelo ;15382;15369;15374;19068;20496;24432;28024;29694;28641;17010;18544;26365
3143153;Monte Formoso ;295;370;238;474;524;482;430;450;360;260;246;351
3143203;Monte Santo de Minas ;4070;4070;4070;7055;6455;7055;4795;6794;7564;2285;2388;2613
3143302;Montes Claros ;5787;4992;5252;4751;4413;4557;4107;4335;2939;2682;2969;2708
3143401;Monte Sião ;629;652;1182;1171;1285;1315;1110;745;797;798;373;472
3143450;Montezuma ;2420;2755;2670;1940;1890;1445;1465;1349;2106;1127;897;978
3143500;Morada Nova de Minas ;2586;2900;3010;3435;3255;6815;5503;6293;10086;6201;5730;6852
3143609;Morro da Garça ;495;495;495;495;350;300;300;300;160;293;339;323
3143708;Morro do Pilar ;557;567;504;444;434;420;430;365;225;103;136;162
3143807;Munhoz ;1248;1248;1053;1053;1202;1202;1202;1182;1402;1891;1907;1926
3143906;Muriaé ;1402;1472;1052;1322;1178;1322;1322;1007;898;363;441;923
3144003;Mutum ;5439;5345;5425;5425;4360;4460;4395;3363;2598;865;1469;1218
3144102;Muzambinho ;9420;9420;9420;9420;9420;9140;10101;9715;9915;794;874;1030
3144201;Nacip Raydan ;174;174;174;179;129;133;123;100;100;39;43;63
3144300;Nanuque ;4406;4430;3952;3207;3210;3310;2910;6110;2750;1296;1048;1101
3144359;Naque ;282;282;282;282;410;408;398;210;190;114;113;173
3144375;Natalândia ;920;1081;1021;1056;1090;1120;1510;1360;1560;723;663;1283
3144409;Natércia ;905;965;965;913;913;910;300;300;240;33;49;242
3144508;Nazareno ;2775;2305;2950;2870;3150;4250;4212;4000;5100;2529;3256;4473
3144607;Nepomuceno ;3320;3320;3069;3062;3572;3665;4042;4771;4110;2812;3110;3795
3144656;Ninheira ;1600;1400;1380;1400;1500;1500;1400;1260;1577;670;614;856
3144672;Nova Belém ;320;240;210;280;280;280;280;296;346;64;91;101
3144706;Nova Era ;274;265;206;196;191;171;168;160;138;170;159;164
3144805;Nova Lima ;0;0;0;0;0;0;0;0;1;6;9;6
3144904;Nova Módica ;329;266;376;198;205;189;289;171;142;25;47;60
3145000;Nova Ponte ;41865;44195;41860;44183;50484;48861;56522;55407;52500;53705;49049;53659
3145059;Nova Porteirinha ;553;674;640;693;760;651;476;504;426;196;198;218
3145109;Nova Resende ;6600;6600;6600;6000;5502;5132;4815;4665;4770;2980;2996;2906
3145208;Nova Serrana ;90;90;90;65;70;70;90;50;60;69;57;58
3145307;Novo Cruzeiro ;2983;2983;3183;2708;3598;3313;2763;3213;4752;3941;3329;3339
3145356;Novo Oriente de Minas ;285;285;335;345;350;310;290;238;351;147;158;166
3145372;Novorizonte ;881;707;587;574;593;448;549;534;530;624;414;373
3145406;Olaria ;615;575;282;253;300;290;300;270;312;108;124;187
3145455;Olhos-d'Água ;629;720;611;638;638;644;572;615;858;1042;869;534
3145505;Olímpio Noronha ;172;172;172;69;74;81;89;91;89;8;30;25
3145604;Oliveira ;3400;3720;3720;3720;2800;3580;1996;1118;1124;1261;1155;1095
3145703;Oliveira Fortes ;530;280;280;280;280;190;190;171;117;83;104;114
3145802;Onça de Pitangui ;864;858;858;1078;878;826;835;314;194;145;165;195
3145851;Oratórios ;1980;1974;1919;1483;1482;1481;531;441;451;719;909;862
3145877;Orizânia ;650;740;740;869;629;774;614;587;317;1121;1152;873
3145901;Ouro Branco ;894;836;838;815;805;822;773;722;656;355;422;365
3146008;Ouro Fino ;2010;2304;2304;2304;2323;2303;3131;2935;2754;1058;1079;1134
3146107;Ouro Preto ;1815;2017;2017;2017;2057;2042;1999;1859;1945;325;323;339
3146206;Ouro Verde de Minas ;982;982;902;927;677;597;597;591;458;129;132;161
3146255;Padre Carvalho ;696;630;630;865;785;784;1121;1059;869;637;543;727
3146305;Padre Paraíso ;837;837;756;620;758;697;690;1000;760;294;411;417
3146404;Paineiras ;1167;1267;1267;426;376;471;541;356;500;742;517;524
3146503;Pains ;3080;4625;4345;4575;3248;3253;2993;2808;2978;1740;1834;1886
3146552;Pai Pedro ;1038;2032;2216;2609;2376;2356;2107;2041;2022;1233;917;1144
3146602;Paiva ;297;215;215;103;100;63;57;63;59;123;106;97
3146701;Palma ;266;266;266;266;238;118;113;110;98;101;71;71
3146750;Palmópolis ;1054;844;1086;781;591;630;660;658;535;288;296;315
3146909;Papagaios ;1937;1359;1359;1354;1504;1474;1670;1289;1237;605;852;896
3147006;Paracatu ;71770;95469;97896;111708;160542;164276;174236;178885;164665;186333;186965;188206
3147105;Pará de Minas ;1418;1418;1418;654;673;642;620;522;285;212;299;297
3147204;Paraguaçu ;7888;8645;7078;6916;7336;8513;9323;8820;9425;5128;6768;8933
3147303;Paraisópolis ;720;755;761;756;656;656;805;813;773;544;532;547
3147402;Paraopeba ;1136;1278;1055;1056;1059;911;915;895;403;525;568;415
3147501;Passabém ;230;190;270;250;260;200;180;148;218;119;150;194
3147600;Passa Quatro ;510;470;460;460;250;263;230;158;114;78;115;115
3147709;Passa Tempo ;2664;1970;1970;1969;1967;1953;2003;1945;1129;450;412;347
3147808;Passa Vinte ;98;63;63;63;58;120;125;20;64;42;47;47
3147907;Passos ;21825;20770;22133;23996;21352;23426;22864;23782;28733;29920;30361;34401
3147956;Patis ;2095;2085;2057;1857;1925;2024;2024;1111;974;663;527;400
3148004;Patos de Minas ;23955;25304;25662;26418;23497;24706;25171;25794;28924;42005;41674;46394
3148103;Patrocínio ;25902;25168;27907;29135;28665;29210;30880;27030;30241;37226;51133;53733
3148202;Patrocínio do Muriaé ;328;341;328;558;658;558;558;483;520;50;54;50
3148301;Paula Cândido ;527;1547;1547;1282;998;977;982;1082;624;1423;1447;1145
3148400;Paulistas ;1478;1313;1202;1381;1055;1355;1088;1094;394;310;199;169
3148509;Pavão ;570;570;570;455;450;435;415;355;290;72;108;80
3148608;Peçanha ;3820;3548;3401;4644;4654;4650;4490;4410;2408;1824;1504;1004
3148707;Pedra Azul ;2038;2005;2005;1275;1435;1552;1562;1324;1068;605;525;1246
3148756;Pedra Bonita ;1123;1115;1115;1043;1061;1109;1180;1194;654;422;447;447
3148806;Pedra do Anta ;480;495;495;713;761;911;791;771;623;511;513;564
3148905;Pedra do Indaiá ;902;235;235;235;261;248;290;240;279;235;280;269
3149002;Pedra Dourada ;458;495;490;281;280;262;277;271;245;220;140;168
3149101;Pedralva ;1105;1105;1029;678;677;679;683;684;688;285;307;297
3149150;Pedras de Maria da Cruz ;1054;854;1170;1175;1172;1080;794;731;594;587;480;270
3149200;Pedrinópolis ;12593;12548;13464;13860;13408;14203;15645;15525;17014;13168;14990;20290
3149309;Pedro Leopoldo ;264;326;326;326;206;206;206;195;10;27;35;35
3149408;Pedro Teixeira ;780;749;674;421;384;340;348;160;92;63;54;56
3149507;Pequeri ;135;130;115;85;60;85;70;81;89;80;38;35
3149606;Pequi ;815;535;535;535;520;627;682;475;245;134;139;120
3149705;Perdigão ;927;1105;1105;1105;1255;962;1252;1210;812;203;238;231
3149804;Perdizes ;69185;68069;68455;81895;88915;93005;88550;88707;81915;81093;87530;94350
3149903;Perdões ;3070;2970;2290;3590;3590;3070;2400;2381;2161;1372;1668;1463
3149952;Periquito ;197;197;197;197;452;497;492;399;274;132;153;172
3150000;Pescador ;656;346;477;291;265;122;83;93;117;31;24;30
3150109;Piau ;412;356;356;332;334;347;237;317;202;91;115;89
3150158;Piedade de Caratinga ;564;564;561;690;725;735;693;750;655;401;372;440
3150208;Piedade de Ponte Nova ;2288;2288;2288;2395;2397;2409;1277;1073;1069;1199;1124;1139
3150307;Piedade do Rio Grande ;3200;3300;2230;2440;2765;2785;6230;7912;9312;2146;2345;14009
3150406;Piedade dos Gerais ;680;1192;1182;1182;877;827;922;720;556;761;757;720
3150505;Pimenta ;5130;5118;4781;4550;4772;5657;7709;6129;8015;9042;9203;9064
3150539;Pingo d'Água ;315;310;310;290;255;240;240;240;240;138;151;152
3150570;Pintópolis ;2393;2530;2439;2535;2697;2517;2467;1182;1250;752;1273;1089
3150604;Piracema ;4477;4617;4617;4527;3177;4318;4527;4647;1242;242;238;493
3150703;Pirajuba ;23650;23262;22100;24680;23480;26500;25300;29570;27440;30170;30830;30930
3150802;Piranga ;5847;5618;5618;4418;4306;4306;5026;4227;3246;2836;2350;2189
3150901;Piranguçu ;674;674;674;553;553;551;576;560;559;129;181;288
3151008;Piranguinho ;267;267;217;162;170;164;181;217;227;131;150;186
3151107;Pirapetinga ;164;159;150;150;133;133;133;108;81;81;67;67
3151206;Pirapora ;590;556;717;471;571;509;562;658;530;1129;1126;1714
3151305;Piraúba ;520;520;520;520;332;259;165;178;160;260;112;121
3151404;Pitangui ;1945;1940;2040;1940;1967;2201;2178;1632;1890;1032;1144;1469
3151503;Piumhi ;9873;9625;8858;8595;8923;10037;13154;11100;11842;6861;7599;15229
3151602;Planura ;21200;17462;16340;16300;16510;14160;13690;16810;22604;27382;28865;27575
3151701;Poço Fundo ;1642;1524;887;925;840;956;955;1167;1099;1414;1604;1571
3151800;Poços de Caldas ;2798;2766;2616;2556;2751;2611;2021;2501;2488;1648;1815;2007
3151909;Pocrane ;1033;1216;1071;936;958;673;891;219;364;606;403;355
3152006;Pompéu ;11496;15141;15146;15636;16360;17505;18348;17481;17814;20991;21388;20842
3152105;Ponte Nova ;3414;3412;1842;3187;2417;3017;3687;3273;1821;2018;1846;1853
3152131;Ponto Chique ;1675;1495;1795;1645;2045;1987;2017;1600;1670;471;250;420
3152170;Ponto dos Volantes ;841;862;597;805;814;853;810;920;693;754;700;747
3152204;Porteirinha ;8477;7118;7103;6296;5930;5842;5305;3651;3658;3313;1828;1934
3152303;Porto Firme ;2514;2714;2714;2644;2564;2488;2133;2213;2461;2088;1740;1637
3152402;Poté ;1120;1120;1160;1081;1068;918;888;816;515;1067;1185;1120
3152501;Pouso Alegre ;3777;3550;3550;3550;3605;3729;3492;2548;2637;5216;5138;4108
3152600;Pouso Alto ;352;358;358;353;378;335;315;377;320;232;219;220
3152709;Prados ;1835;2750;3050;4150;4225;4470;4240;2870;4255;1246;1759;4035
3152808;Prata ;8627;22792;26576;26205;25890;31690;32214;30260;29898;32208;31223;29883
3152907;Pratápolis ;4400;3690;3875;3934;4366;5310;6800;7862;7612;4682;4140;4540
3153004;Pratinha ;3329;2739;3637;2705;2192;2192;2192;2891;5236;4281;5079;4775
3153103;Presidente Bernardes ;1340;1333;1333;852;852;852;692;772;1370;1766;2026;1956
3153202;Presidente Juscelino ;1629;1631;1631;1125;1100;1100;1120;1105;380;304;335;330
3153301;Presidente Kubitschek ;223;223;343;243;198;197;195;230;205;78;94;212
3153400;Presidente Olegário ;35055;35311;35340;35555;33384;36832;34069;34782;35999;43109;33723;36800
3153509;Alto Jequitibá ;926;900;900;900;900;900;800;800;450;208;245;341
3153608;Prudente de Morais ;153;117;113;113;234;152;149;124;124;30;25;18
3153707;Quartel Geral ;908;958;958;565;795;845;815;770;760;101;96;46
3153806;Queluzito ;1361;1321;1325;463;463;483;483;484;374;210;204;325
3153905;Raposos ;0;0;0;0;0;0;0;0;0;1;1;1
3154002;Raul Soares ;2214;2193;2193;2104;2851;2204;1902;1870;1739;2153;1198;1443
3154101;Recreio ;145;145;145;180;278;128;138;113;80;57;30;20
3154150;Reduto ;338;230;230;230;230;230;230;270;280;5;7;9
3154200;Resende Costa ;3082;2772;1515;940;1195;1720;1620;1705;1350;1614;1679;1407
3154309;Resplendor ;4282;4498;4386;2672;1894;640;640;318;343;265;201;298
3154408;Ressaquinha ;1145;1145;1130;1130;1132;1192;992;880;208;1100;1141;865
3154457;Riachinho ;5907;5487;6127;5717;7397;12755;12805;11072;10970;6651;8793;11243
3154507;Riacho dos Machados ;8001;6989;7036;3943;2295;2201;2089;1632;1396;1479;479;548
3154606;Ribeirão das Neves ;39;39;38;41;33;64;1;0;10;7;12;12
3154705;Ribeirão Vermelho ;558;528;538;618;616;596;597;610;617;98;130;190
3154804;Rio Acima ;0;0;0;0;0;0;0;0;6;9;10;7
3154903;Rio Casca ;3701;3668;3666;3428;3505;3618;3193;3125;2817;3577;3563;3361
3155009;Rio Doce ;202;194;52;193;188;143;153;145;145;125;134;139
3155108;Rio do Prado ;352;372;392;390;370;460;410;348;435;70;36;181
3155207;Rio Espera ;1915;1568;1570;1556;1556;1545;1395;1135;805;1274;1723;1694
3155306;Rio Manso ;132;246;247;247;201;188;232;248;209;275;250;302
3155405;Rio Novo ;220;220;220;241;215;191;261;294;274;15;72;64
3155504;Rio Paranaíba ;27908;29253;27176;27704;26937;32095;35044;31891;28430;19619;23780;25682
3155603;Rio Pardo de Minas ;9484;9476;9956;10764;11314;9692;9742;8947;8620;4474;4994;5754
3155702;Rio Piracicaba ;742;733;620;598;598;524;552;534;142;249;275;266
3155801;Rio Pomba ;2417;2427;2405;857;957;857;1277;1276;1273;202;216;236
3155900;Rio Preto ;483;634;472;452;331;441;540;340;140;11;18;51
3156007;Rio Vermelho ;2311;2471;2445;2286;2690;2675;2475;2745;3020;1070;1197;1406
3156106;Ritápolis ;725;725;610;570;568;575;615;595;560;647;716;486
3156205;Rochedo de Minas ;54;51;48;30;11;11;6;8;8;8;15;15
3156304;Rodeiro ;72;63;81;74;62;102;60;115;130;34;33;32
3156403;Romaria ;20690;20171;18901;20333;18998;18025;19047;18901;17281;15607;16733;17101
3156452;Rosário da Limeira ;857;857;282;432;432;427;427;425;381;108;109;109
3156502;Rubelita ;1450;1330;1300;1290;1200;1020;1110;930;1074;718;688;734
3156601;Rubim ;835;610;940;670;495;535;535;523;483;260;171;328
3156700;Sabará ;84;52;52;52;72;72;72;65;71;30;32;32
3156809;Sabinópolis ;893;963;903;912;877;868;855;1020;807;1201;1263;1123
3156908;Sacramento ;68724;59140;55646;64375;69713;72698;80954;78716;84225;101984;92372;109039
3157005;Salinas ;3706;5113;4688;4275;4496;3920;3970;3367;3255;3566;3227;3119
3157104;Salto da Divisa ;74;70;115;125;90;140;160;190;205;99;13;98
3157203;Santa Bárbara ;513;473;336;479;474;395;285;243;251;105;116;102
3157252;Santa Bárbara do Leste ;735;718;768;529;544;565;558;576;443;378;374;387
3157278;Santa Bárbara do Monte Verde ;690;282;252;152;95;70;70;60;65;13;14;52
3157302;Santa Bárbara do Tugúrio ;1572;1572;1572;1572;1580;1580;755;744;291;190;214;220
3157336;Santa Cruz de Minas ;0;0;0;10;0;0;0;0;70;0;0;0
3157377;Santa Cruz de Salinas ;1050;830;1070;1065;1075;922;881;824;844;1359;1218;1115
3157401;Santa Cruz do Escalvado ;1987;1955;1906;1916;1901;1901;941;802;940;1107;1160;1165
3157500;Santa Efigênia de Minas ;582;582;582;582;482;440;440;540;511;95;66;131
3157609;Santa Fé de Minas ;770;793;793;793;651;756;756;725;520;268;271;301
3157658;Santa Helena de Minas ;238;259;245;220;205;70;178;148;192;171;152;137
3157708;Santa Juliana ;34050;32970;31975;33475;33880;33822;33663;32935;36820;34693;36419;39313
